Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1000162,000004A0,FALSE,Rx,0,8,A2,55,7A,55,6,55,10,55
1000163,000004A8,FALSE,Rx,0,8,45,0,3,80,0,20,50,B6
1000164,000005A0,FALSE,Rx,0,8,7F,38,3A,50,0,EC,19,AB
1000165,0000044C,FALSE,Rx,0,8,48,94,47,94,58,2,5,50
1000166,280,FALSE,Rx,0,8,0,5B,58,1E,5B,55,11,5B
1000167,380,FALSE,Rx,0,8,0,73,0,C7,0,0,0,30
1000168,488,FALSE,Rx,0,8,70,5B,5B,7E,A6,FF,47,10
1000169,000000D2,FALSE,Rx,0,5,38,3C,0,0,4,0,0,0
1000170,5.00E+00,FALSE,Rx,0,8,30,0,27,4,39,0,3,FB
1000171,540,FALSE,Rx,0,8,90,0,FF,0,FF,0,2,56
1000172,000000C2,FALSE,Rx,0,8,22,80,0,0,80,C0,49,9D
1000173,000000D0,FALSE,Rx,0,6,C8,29,2C,38,5,F0,0,0
1000174,000003D0,FALSE,Rx,0,6,1,0,8,0,C8,7F,0,0
1000175,50,FALSE,Rx,0,4,0,B0,94,24,0,0,0,0
1000176,000003D2,FALSE,Rx,0,7,B4,6,33,80,1,0,0,0
1000177,000005C0,FALSE,Rx,0,8,2,0,0,A6,21,0,0,85
1000178,440,FALSE,Rx,0,8,30,58,15,FE,80,0,D4,5
1000179,000000AE,FALSE,Rx,0,8,BB,B8,0,0,0,0,3,0
1000180,000001A0,FALSE,Rx,0,8,0,40,7A,55,FE,FE,0,1B
1000181,320,FALSE,Rx,0,8,20,10,24,91,55,81,55,81
1000182,000002A0,FALSE,Rx,0,8,0,0,0,64,0,0,B0,D4
1000183,000004A0,FALSE,Rx,0,8,82,55,72,55,20,55,FA,54
1000184,280,FALSE,Rx,0,8,0,5A,5C,1E,5B,55,11,5B
1000185,284,FALSE,Rx,0,6,0A,0A,0,0,0,0,0,0
1000186,288,FALSE,Rx,0,8,8A,BF,78,0,0,50,B6,12
1000187,380,FALSE,Rx,0,8,0,73,0,C7,0,0,0,30
1000188,480,FALSE,Rx,0,8,84,0,F0,8F,1D,8,6,E8
1000189,488,FALSE,Rx,0,8,85,5B,5B,7E,A6,FF,82,20
1000190,0000048A,FALSE,Rx,0,8,DE,7E,2,2,0,0,0,A0
1000191,588,FALSE,Rx,0,8,E9,38,7E,6,31,80,4,98
1000192,0000058C,FALSE,Rx,0,8,90,A0,2,0,0,0,0,0
1000193,540,FALSE,Rx,0,8,A0,0,FF,0,FF,0,2,56
1000194,000000C2,FALSE,Rx,0,8,22,80,0,0,80,D0,6C,8D
1000195,000000D0,FALSE,Rx,0,6,D3,3A,24,38,5,F0,0,0
1000196,000003D4,FALSE,Rx,0,8,17,85,12,80,8,0,0,0
1000197,368,FALSE,Rx,0,8,5E,14,89,C0,5,1F,19,0
1000198,440,FALSE,Rx,0,8,30,58,15,FE,80,0,DC,5
1000199,000000AE,FALSE,Rx,0,8,CB,C8,0,0,0,0,3,0
1000200,000001A0,FALSE,Rx,0,8,0,40,76,55,FE,FE,0,1C
1000201,000001AC,FALSE,Rx,0,8,9A,6,10,0,69,21,6,C2
1000202,000002A0,FALSE,Rx,0,8,0,0,0,64,0,0,C0,A4
1000203,000003A0,FALSE,Rx,0,8,89,6,7,22,49,2F,CF,3
1000204,000004A0,FALSE,Rx,0,8,64,55,8A,55,10,55,20,55
1000205,000004A8,FALSE,Rx,0,8,48,0,3,80,0,20,60,8B
1000206,000005A0,FALSE,Rx,0,8,7F,28,3A,60,0,5,1A,AB
1000207,0000044C,FALSE,Rx,0,8,79,95,47,94,58,2,5,60
1000208,280,FALSE,Rx,0,8,0,5A,5C,1E,5B,55,11,5B
1000209,380,FALSE,Rx,0,8,0,73,0,C7,0,0,0,30
1000210,000000D2,FALSE,Rx,0,5,39,3D,0,0,4,0,0,0
1000211,488,FALSE,Rx,0,8,2,5B,5B,7E,A6,FF,15,30
1000212,000003B2,FALSE,Rx,0,8,0,80,37,2,0,0,0,0
1000213,540,FALSE,Rx,0,8,B0,0,FF,0,FF,0,2,56
1000214,000000C2,FALSE,Rx,0,8,22,80,0,0,80,E0,3,7D
1000215,000000D0,FALSE,Rx,0,6,98,4B,1D,38,6,F0,0,0
1000216,000003D0,FALSE,Rx,0,6,0,0,8,0,C8,7F,0,0
1000217,50,FALSE,Rx,0,4,0,B0,A4,14,0,0,0,0
1000218,000005C0,FALSE,Rx,0,8,3,0,0,A6,21,0,0,84
1000219,497,FALSE,Rx,0,8,0,40,0,0,74,46,0,60
1000220,440,FALSE,Rx,0,8,30,58,15,FE,80,0,E4,5
1000221,0000056A,FALSE,Rx,0,8,44,3,4,71,10,2,0,20
1000222,366,FALSE,Rx,0,8,52,2,0,0,0,0,80,D0
1000223,572,FALSE,Rx,0,1,7,0,0,0,0,0,0,0
1000224,000000AE,FALSE,Rx,0,8,DB,D8,0,0,0,0,3,0
1000225,000001A0,FALSE,Rx,0,8,0,40,72,55,FE,FE,0,1D
1000226,000002A0,FALSE,Rx,0,8,0,0,0,64,0,0,D0,B4
1000227,320,FALSE,Rx,0,8,20,10,24,77,55,82,55,81
1000228,000002B7,FALSE,Rx,0,8,19,9,0,0,0,0,10,0
1000229,397,FALSE,Rx,0,8,9,1,8,0,0,0,0,0
1000230,000004A0,FALSE,Rx,0,8,48,55,9A,55,38,55,20,55
1000231,0000038A,FALSE,Rx,0,4,78,80,D8,20,0,0,0,0
1000232,280,FALSE,Rx,0,8,0,5B,58,1E,5B,55,11,5B
1000233,284,FALSE,Rx,0,6,0B,0B,0,0,0,0,0,0
1000234,288,FALSE,Rx,0,8,8A,BF,78,0,0,50,B6,12
1000235,380,FALSE,Rx,0,8,0,73,0,C7,0,0,0,30
1000236,480,FALSE,Rx,0,8,84,0,15,90,1D,8,6,12
1000237,488,FALSE,Rx,0,8,41,5B,5B,7E,A6,FF,26,40
1000238,0000048A,FALSE,Rx,0,8,CE,7E,2,2,0,0,0,B0
1000239,588,FALSE,Rx,0,8,E9,38,7E,81,31,80,4,98
1000240,540,FALSE,Rx,0,8,C0,0,FF,0,FF,0,2,0F
1000241,000000C2,FALSE,Rx,0,8,22,80,0,0,80,F0,26,6D
1000242,000000D0,FALSE,Rx,0,6,8E,5C,1C,38,6,F0,0,0
1000243,000003D4,FALSE,Rx,0,8,14,86,12,80,8,0,0,0
1000244,368,FALSE,Rx,0,8,5F,15,89,C0,5,1F,19,0
1000245,440,FALSE,Rx,0,8,30,58,15,FE,7F,0,EC,5
1000246,0000059D,FALSE,Rx,0,8,0,AA,ED,0,0,0,0,0
1000247,000000AE,FALSE,Rx,0,8,EB,E8,0,0,0,0,3,0
1000248,000001A0,FALSE,Rx,0,8,0,40,70,55,FE,FE,0,1E
1000249,420,FALSE,Rx,0,8,1C,9F,9E,0,18,64,FF,0
1000250,000001AC,FALSE,Rx,0,8,9F,7,10,0,6D,21,6,C2
1000251,000002A0,FALSE,Rx,0,8,0,0,0,64,0,0,E0,84
1000252,000003A0,FALSE,Rx,0,8,1F,7,21,86,D9,B0,D5,3
1000253,000004A0,FALSE,Rx,0,8,62,55,7E,55,20,55,40,55
1000254,000004A8,FALSE,Rx,0,8,33,0,3,80,0,20,70,E0
1000255,0000044C,FALSE,Rx,0,8,69,95,47,94,58,2,5,70
1000256,000005A0,FALSE,Rx,0,8,7F,24,3A,70,0,1F,1A,AB
1000257,000000D2,FALSE,Rx,0,5,3A,3E,0,0,4,0,0,0
1000258,280,FALSE,Rx,0,8,0,5A,50,1E,5B,55,11,5A
1000259,380,FALSE,Rx,0,8,0,73,0,C7,0,0,0,30
1000260,488,FALSE,Rx,0,8,89,5A,5B,7E,A6,FF,FF,50
1000261,540,FALSE,Rx,0,8,D0,0,FF,0,FF,0,2,0F
1000262,000000C2,FALSE,Rx,0,8,22,80,0,0,80,0,DA,5D
1000263,000000D0,FALSE,Rx,0,6,BF,6D,1C,38,6,F0,0,0
1000264,000003D0,FALSE,Rx,0,6,0,0,8,0,C8,7F,0,0
1000265,50,FALSE,Rx,0,4,0,B0,B4,4,0,0,0,0
1000266,000005C0,FALSE,Rx,0,8,4,0,0,A6,21,0,0,83
1000267,440,FALSE,Rx,0,8,30,58,15,FE,7F,0,F4,5
1000268,000000AE,FALSE,Rx,0,8,FB,F8,0,0,0,0,3,0
1000269,000001A0,FALSE,Rx,0,8,0,40,8A,55,FE,FE,0,1F
1000270,000002A0,FALSE,Rx,0,8,0,0,0,64,0,0,F0,94
1000271,320,FALSE,Rx,0,8,20,10,24,73,55,83,55,81
1000272,000004A0,FALSE,Rx,0,8,AA,55,6A,55,0A,55,28,55
1000273,280,FALSE,Rx,0,8,0,5B,50,1E,5B,55,11,5B
1000274,284,FALSE,Rx,0,6,0C,0C,0,0,0,0,0,0
1000275,288,FALSE,Rx,0,8,E8,BF,78,0,0,50,B6,12
1000276,380,FALSE,Rx,0,8,0,73,0,C5,0,0,0,30
1000277,480,FALSE,Rx,0,8,D0,0,3A,90,1D,8,6,69
1000278,488,FALSE,Rx,0,8,B8,5B,5B,7E,A6,FF,FF,60
1000279,0000048A,FALSE,Rx,0,8,BE,7E,2,2,0,0,0,C0
1000280,588,FALSE,Rx,0,8,E9,38,7E,82,31,80,4,98
1000281,540,FALSE,Rx,0,8,E0,0,FF,0,FF,0,2,0F
1000282,000000C2,FALSE,Rx,0,8,22,80,0,0,80,10,FF,4D
1000283,000000D0,FALSE,Rx,0,6,AC,7E,1C,38,6,F0,0,0
1000284,000003D2,FALSE,Rx,0,7,B5,7,33,80,1,0,0,0
1000285,739,FALSE,Rx,0,7,4,1,11,0,0,0,0,0
1000286,000003D4,FALSE,Rx,0,8,12,87,15,80,8,0,0,0
1000287,368,FALSE,Rx,0,8,5C,16,89,C0,5,1F,19,0
1000288,440,FALSE,Rx,0,8,30,58,15,FE,7F,0,FC,5
1000289,722,FALSE,Rx,0,7,4,3,1,1,2,0,0,0
1000290,000000AE,FALSE,Rx,0,8,0B,8,0,0,0,0,3,0
1000291,000001A0,FALSE,Rx,0,8,0,40,86,55,FE,FE,0,10
1000292,000005D2,FALSE,Rx,0,8,2,43,30,31,32,30,38,31
1000293,000001AC,FALSE,Rx,0,8,90,8,10,0,6D,21,6,C2
1000294,000002A0,FALSE,Rx,0,8,0,0,0,64,0,0,0,64
1000295,000003A0,FALSE,Rx,0,8,8E,8,3B,EE,79,F2,DB,3
1000296,000004A0,FALSE,Rx,0,8,9A,55,72,55,0A,55,2A,55
1000297,0000038A,FALSE,Rx,0,4,48,80,E8,20,0,0,0,0
1000298,0000044C,FALSE,Rx,0,8,98,94,47,94,58,2,5,80
1000299,000004A8,FALSE,Rx,0,8,30,0,3,80,0,20,80,13
1000300,280,FALSE,Rx,0,8,0,5B,54,1E,5B,55,11,5A
1000301,000000D2,FALSE,Rx,0,5,3B,3F,0,0,4,0,0,0
1000302,380,FALSE,Rx,0,8,0,73,0,C7,0,0,0,30
1000303,488,FALSE,Rx,0,8,A9,5A,5B,7E,A6,FF,FF,70
1000304,000005A0,FALSE,Rx,0,8,80,32,3A,80,0,39,1A,AB
1000305,000005B7,FALSE,Rx,0,8,DD,DD,0,0,0,0,0,0
1000306,540,FALSE,Rx,0,8,F0,0,FF,0,FF,0,2,0F
1000307,000000C2,FALSE,Rx,0,8,22,80,0,0,80,20,90,3D
1000308,000000D0,FALSE,Rx,0,6,63,8F,22,38,6,F0,0,0
1000309,000003D0,FALSE,Rx,0,6,0,0,8,0,C8,7F,0,0
