Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
18445088912541391492,00000380,false,Rx,0,8,00,95,00,CB,02,00,00,18,
18445088912541391735,000001AB,false,Rx,0,8,0C,0C,00,00,00,00,00,00,
18445088912541391967,0000044C,false,Rx,0,8,5A,35,44,94,58,02,05,E0,
18445088912541392202,000001AC,false,Rx,0,8,7E,01,10,00,95,21,19,C2,
18445088912541392440,00000480,false,Rx,0,8,19,00,CA,FF,7E,08,06,5C,
18445088912541392684,000002A0,false,Rx,0,8,00,00,00,64,00,00,30,54,
18445088912541392921,00000488,false,Rx,0,8,1A,42,41,80,C4,FF,82,20,
18445088912541393150,000000C2,false,Rx,0,8,AA,00,CC,80,80,E0,C9,29,
18445088912541393349,000000D0,false,Rx,0,6,B4,42,1D,38,33,E0,00,00,
18445088912541393584,000003A0,false,Rx,0,8,52,01,08,08,7E,5A,74,03,
18445088912541393823,0000048A,false,Rx,0,8,DA,C9,01,02,00,00,00,10,
18445088912541394059,000004A0,false,Rx,0,8,82,0C,B6,0C,CA,0C,A0,0C,
18445088912541394287,00000368,false,Rx,0,8,A6,1C,89,59,06,22,4E,00,
18445088912541394527,000004A8,false,Rx,0,8,78,00,03,80,00,20,10,CB,
18445088912541394765,00000320,false,Rx,0,8,20,40,12,A5,0C,CF,0C,81,
18445088912541394999,00000588,false,Rx,0,8,E1,58,80,03,2A,80,04,95,
18445088912541395235,000005A0,false,Rx,0,8,7E,94,08,10,00,B7,1E,AB,
18445088912541395472,000005C0,false,Rx,0,8,0B,00,00,A6,2D,00,08,88,
18445088912541395712,000005B7,false,Rx,0,8,D9,D9,00,00,00,00,00,00,
18445088912541396590,00000572,false,Rx,0,1,07,00,00,00,00,00,00,00,
18445088912541396863,00000440,false,Rx,0,8,20,52,5A,FE,7D,00,6C,02,
18445088912541397110,0000048C,false,Rx,0,8,06,01,07,00,00,00,00,00,
18445088912541397352,00000540,false,Rx,0,8,D0,00,FF,00,FF,00,02,0F,
18445088912541397944,00000397,false,Rx,0,8,07,0F,08,00,00,00,00,00,
18445088912541398343,000003D4,false,Rx,0,8,23,8C,AF,00,08,00,00,00,
18445088912541400339,00000280,false,Rx,0,8,00,41,DC,15,41,3A,16,42,
18445088912541400579,000000AE,false,Rx,0,8,4B,48,00,00,00,00,03,00,
18445088912541400823,00000380,false,Rx,0,8,00,95,00,CA,02,00,00,18,
18445088912541401063,000001A0,false,Rx,0,8,00,40,AA,0C,FE,FE,00,14,
18445088912541401295,00000488,false,Rx,0,8,87,42,41,80,C4,FF,0F,30,
18445088912541401536,000002A0,false,Rx,0,8,00,00,00,64,00,00,40,24,
18445088912541401824,000004A0,false,Rx,0,8,A2,0C,B2,0C,9E,0C,B8,0C,
18445088912541402994,000000D0,false,Rx,0,6,89,53,31,38,33,E0,00,00,
18445088912541403229,000000C2,false,Rx,0,8,AA,00,44,80,80,F0,3D,A1,
18445088912541403416,000000D2,false,Rx,0,5,35,31,00,00,04,00,00,00,
18445088912541403623,000003D0,false,Rx,0,6,01,00,08,00,C8,87,00,00,
18445088912541403979,0000056A,false,Rx,0,8,CF,03,10,20,10,0C,00,E0,
18445088912541404227,00000366,false,Rx,0,8,5E,0E,00,00,00,00,80,D0,
18445088912541405461,000005D6,false,Rx,0,5,00,00,00,00,00,00,00,00,
18445088912541405943,0000048C,false,Rx,0,8,05,02,07,00,00,00,00,00,
18445088912541406811,00000440,false,Rx,0,8,20,52,5A,FE,7D,00,74,02,
18445088912541407056,00000540,false,Rx,0,8,E0,00,FF,00,FF,00,02,0F,
18445088912541408662,0000038A,false,Rx,0,4,88,80,28,20,00,00,00,00,
18445088912541409958,00000050,false,Rx,0,4,00,B0,A4,14,00,00,00,00,
18445088912541410243,00000280,false,Rx,0,8,00,41,DC,15,41,3A,16,42,
18445088912541410452,00000284,false,Rx,0,6,02,02,00,00,00,00,00,00,
18445088912541410692,000000AE,false,Rx,0,8,5B,58,00,00,00,00,03,00,
18445088912541410928,00000288,false,Rx,0,8,36,BE,78,00,00,50,ED,16,
18445088912541411168,000001A0,false,Rx,0,8,00,40,B2,0C,FE,FE,00,15,
18445088912541411413,00000380,false,Rx,0,8,00,95,00,C9,02,00,00,18,
18445088912541411643,000001AC,false,Rx,0,8,63,02,10,00,8B,21,19,C2,
18445088912541411877,0000044C,false,Rx,0,8,49,36,44,94,58,02,05,F0,
18445088912541412122,000002A0,false,Rx,0,8,00,00,00,64,00,00,50,34,
18445088912541412359,00000480,false,Rx,0,8,19,00,E5,FF,7E,08,06,73,
18445088912541412593,000003A0,false,Rx,0,8,84,02,0C,18,BE,5A,75,03,
18445088912541412837,000002B7,false,Rx,0,8,18,08,00,00,00,00,10,00,
18445088912541413034,000000D0,false,Rx,0,6,CB,64,43,38,34,E0,00,00,
18445088912541413270,000000C2,false,Rx,0,8,AA,00,EE,00,80,00,39,67,
18445088912541413502,00000488,false,Rx,0,8,DE,42,41,80,C4,FF,26,40,
18445088912541413740,0000048A,false,Rx,0,8,EA,C9,01,02,00,00,00,20,
18445088912541413974,000004A0,false,Rx,0,8,D8,0C,8E,0C,8C,0C,C8,0C,
18445088912541414204,00000368,false,Rx,0,8,A7,1D,89,5A,06,23,4C,00,
18445088912541414449,000004A8,false,Rx,0,8,78,00,03,80,00,20,20,FB,
18445088912541414685,00000320,false,Rx,0,8,20,40,12,9B,0C,80,0C,81,
18445088912541414920,00000588,false,Rx,0,8,E1,58,80,82,2A,80,04,95,
18445088912541415153,000005A0,false,Rx,0,8,7F,A2,08,20,00,BB,1E,AB,
18445088912541415391,000005C0,false,Rx,0,8,0C,00,00,A6,2D,00,08,8F,
18445088912541416519,0000048C,false,Rx,0,8,04,03,07,00,00,00,00,00,
18445088912541416864,00000440,false,Rx,0,8,20,52,5A,FE,7D,00,7C,02,
18445088912541417106,00000540,false,Rx,0,8,F0,00,FF,00,FF,00,02,0F,
18445088912541418160,000003D4,false,Rx,0,8,22,8D,AF,00,08,00,00,00,
18445088912541420329,00000280,false,Rx,0,8,00,41,E8,15,41,3A,16,42,
18445088912541420568,000000AE,false,Rx,0,8,6B,68,00,00,00,00,03,00,
18445088912541420812,00000380,false,Rx,0,8,00,95,00,C6,02,00,00,18,
18445088912541421052,000001A0,false,Rx,0,8,00,40,E2,0C,FE,FE,00,16,
18445088912541421294,00000488,false,Rx,0,8,16,42,41,80,C5,FF,FF,50,
18445088912541421536,000002A0,false,Rx,0,8,00,00,00,64,00,00,60,04,
18445088912541421820,000004A0,false,Rx,0,8,18,0D,AC,0C,88,0C,C2,0C,
18445088912541422995,000000D0,false,Rx,0,6,DE,75,45,38,36,E0,00,00,
18445088912541423227,000000C2,false,Rx,0,8,AA,00,98,01,80,10,67,AC,
18445088912541423413,000000D2,false,Rx,0,5,36,32,00,00,04,00,00,00,
18445088912541423616,000003D0,false,Rx,0,6,02,00,08,00,C8,87,00,00,
18445088912541423839,000003D2,false,Rx,0,7,B5,07,33,80,01,00,00,00,
18445088912541425833,00000390,false,Rx,0,8,03,00,50,00,40,00,00,00,
18445088912541426092,00000392,false,Rx,0,8,08,00,04,21,00,16,68,00,
18445088912541426301,00000570,false,Rx,0,5,47,20,AC,00,00,00,00,00,
18445088912541426558,000005D0,false,Rx,0,8,C0,04,61,8F,39,59,C0,00,
18445088912541426809,0000048C,false,Rx,0,8,03,04,07,00,00,00,00,00,
18445088912541427046,00000440,false,Rx,0,8,20,52,5A,FE,7D,00,04,02,
18445088912541427291,00000540,false,Rx,0,8,00,00,FF,00,FF,00,02,56,
18445088912541429954,00000050,false,Rx,0,4,00,B0,B4,04,00,00,00,00,
18445088912541430300,00000280,false,Rx,0,8,00,41,E8,15,41,3A,16,42,
18445088912541430505,00000284,false,Rx,0,6,03,03,00,00,00,00,00,00,
18445088912541430747,000000AE,false,Rx,0,8,7B,78,00,00,00,00,03,00,
18445088912541430981,00000288,false,Rx,0,8,36,BE,78,00,00,50,ED,16,
18445088912541431224,000001A0,false,Rx,0,8,00,40,E8,0C,FE,FE,00,17,
18445088912541431467,00000380,false,Rx,0,8,00,95,00,C6,02,00,00,18,
18445088912541431700,000001AC,false,Rx,0,8,68,03,10,00,81,21,19,C2,
18445088912541431932,0000044C,false,Rx,0,8,B8,37,44,94,58,02,05,00,
18445088912541432176,000002A0,false,Rx,0,8,00,00,00,64,00,00,70,14,
18445088912541432418,00000480,false,Rx,0,8,19,00,FF,FF,7E,08,06,69,
18445088912541432650,000003A0,false,Rx,0,8,FA,03,10,28,EE,5A,76,03,
18445088912541432889,00000488,false,Rx,0,8,26,42,41,80,C5,FF,FF,60,
18445088912541433124,000000C2,false,Rx,0,8,CC,00,98,01,80,20,EC,7A,
18445088912541433326,000000D0,false,Rx,0,6,5D,86,34,38,37,E0,00,00,
18445088912541433565,0000048A,false,Rx,0,8,FA,C9,01,02,00,00,00,30,
18445088912541433799,000004A0,false,Rx,0,8,F6,0C,DC,0C,94,0C,B2,0C,
18445088912541434035,00000588,false,Rx,0,8,E1,58,80,03,2A,80,04,95,
18445088912541434270,00000368,false,Rx,0,8,A4,1E,89,5A,06,23,4C,00,
18445088912541434509,00000320,false,Rx,0,8,20,40,12,AF,0C,C1,0C,81,
18445088912541434745,000004A8,false,Rx,0,8,A5,00,07,80,00,20,30,32,
18445088912541434984,000005C0,false,Rx,0,8,0D,00,00,A6,2D,00,08,8E,
18445088912541435220,000005A0,false,Rx,0,8,7F,C8,08,30,00,BF,1E,AB,
18445088912541436172,000005DC,false,Rx,0,8,77,14,72,7F,1D,00,80,4D,
18445088912541436855,00000440,false,Rx,0,8,20,52,5A,FE,7D,00,0C,02,
18445088912541437102,0000048C,false,Rx,0,8,02,05,07,00,00,00,00,00,
18445088912541437340,00000540,false,Rx,0,8,10,00,FF,00,FF,00,02,56,
18445088912541438290,000003D4,false,Rx,0,8,3C,8E,B2,00,08,00,00,00,
18445088912541439004,0000038A,false,Rx,0,4,98,80,38,20,00,00,00,00,
18445088912541440343,00000280,false,Rx,0,8,00,41,04,16,41,3B,16,42,
18445088912541440585,000000AE,false,Rx,0,8,8B,88,00,00,00,00,03,00,
18445088912541440827,00000380,false,Rx,0,8,00,95,00,C8,02,00,00,18,
18445088912541441069,000001A0,false,Rx,0,8,00,40,D2,0C,FE,FE,00,18,
18445088912541441310,00000488,false,Rx,0,8,36,42,41,80,C5,FF,FF,70,
18445088912541441551,000002A0,false,Rx,0,8,00,00,00,64,00,00,80,E4,
18445088912541441840,000004A0,false,Rx,0,8,AC,0C,F8,0C,AA,0C,9A,0C,
18445088912541442532,000000D2,false,Rx,0,5,37,33,00,00,04,00,00,00,
18445088912541442994,000000D0,false,Rx,0,6,61,97,19,38,37,E0,00,00,
18445088912541443231,000000C2,false,Rx,0,8,CC,00,CC,00,80,30,5A,37,
18445088912541443437,000003D0,false,Rx,0,6,00,00,08,00,C8,87,00,00,
18445088912541443997,0000056A,false,Rx,0,8,DF,03,10,20,10,0C,00,F0,
18445088912541444245,00000366,false,Rx,0,8,5F,0F,00,00,00,00,80,D0,
18445088912541445827,0000048C,false,Rx,0,8,01,06,07,00,00,00,00,00,
18445088912541446810,00000440,false,Rx,0,8,20,52,5A,FE,7D,00,14,02,
18445088912541447052,00000540,false,Rx,0,8,20,00,FF,00,FF,00,02,56,
18445088912541448501,00000497,false,Rx,0,8,00,60,00,00,74,46,00,60,
18445088912541449941,00000050,false,Rx,0,4,00,B0,C4,74,00,00,00,00,
18445088912541450312,00000280,false,Rx,0,8,00,41,04,16,41,3B,17,43,
18445088912541450524,00000284,false,Rx,0,6,04,04,00,00,00,00,00,00,
18445088912541450764,000000AE,false,Rx,0,8,9B,98,00,00,00,00,03,00,
18445088912541451000,00000288,false,Rx,0,8,4E,BE,78,00,00,50,ED,16,
18445088912541451240,000001A0,false,Rx,0,8,00,40,CE,0C,FE,FE,00,19,
18445088912541451482,00000380,false,Rx,0,8,00,95,00,C8,02,00,00,18,
18445088912541451715,000001AC,false,Rx,0,8,95,04,10,00,77,21,15,C2,
18445088912541451943,0000044C,false,Rx,0,8,A4,3B,44,94,58,02,05,10,
18445088912541452185,000002A0,false,Rx,0,8,00,00,00,64,00,00,90,F4,
18445088912541452427,00000480,false,Rx,0,8,70,00,19,80,7E,08,06,99,
18445088912541452662,000003A0,false,Rx,0,8,29,04,14,38,2E,5B,77,03,
18445088912541452898,00000488,false,Rx,0,8,C7,43,41,80,C5,FF,FF,80,
18445088912541453132,000000C2,false,Rx,0,8,AA,00,66,80,80,40,BD,2F,
18445088912541453330,000000D0,false,Rx,0,6,40,A8,02,3C,36,E0,00,00,
18445088912541453568,0000048A,false,Rx,0,8,89,CA,01,02,00,00,00,40,
18445088912541453805,000004A0,false,Rx,0,8,8A,0C,12,0D,A2,0C,86,0C,
18445088912541454034,00000588,false,Rx,0,8,E1,68,80,07,2A,80,04,95,
18445088912541454266,00000368,false,Rx,0,8,A5,1F,89,5A,06,23,4C,00,
18445088912541454505,00000320,false,Rx,0,8,20,40,12,E9,0C,02,0D,81,
18445088912541454749,000004A8,false,Rx,0,8,7C,00,03,80,00,20,40,9F,
18445088912541454991,0000058C,false,Rx,0,8,90,A0,09,00,00,00,00,00,
18445088912541455231,0000058F,false,Rx,0,8,B8,FD,FF,7F,00,00,00,18,
18445088912541455464,000005A0,false,Rx,0,8,7D,B6,08,40,00,C3,1E,AB,
18445088912541455710,000005AA,false,Rx,0,8,00,00,80,08,00,00,00,00,
18445088912541455952,000005C0,false,Rx,0,8,0E,00,00,A6,2D,00,08,8D,
18445088912541456372,0000048C,false,Rx,0,8,00,07,07,00,00,00,00,00,
18445088912541456873,00000440,false,Rx,0,8,20,52,5A,FE,7D,00,1C,02,
18445088912541457114,00000540,false,Rx,0,8,30,00,FF,00,FF,00,02,56,
18445088912541458144,000003D4,false,Rx,0,8,32,8F,BD,00,08,00,00,00,
18445088912541460262,00000280,false,Rx,0,8,00,41,14,16,41,3B,17,43,
18445088912541460506,00000380,false,Rx,0,8,00,95,00,C9,02,00,00,18,
18445088912541460749,000000AE,false,Rx,0,8,AB,A8,00,00,00,00,03,00,
18445088912541460985,00000488,false,Rx,0,8,D7,43,41,80,C5,FF,FF,90,
18445088912541461227,000001A0,false,Rx,0,8,00,40,CA,0C,FE,FE,00,1A,
18445088912541461520,000002A0,false,Rx,0,8,00,00,00,64,00,00,A0,C4,
18445088912541461783,000004A0,false,Rx,0,8,A2,0C,F0,0C,94,0C,A0,0C,
18445088912541462193,000002B7,false,Rx,0,8,19,09,00,00,00,00,10,00,
18445088912541463013,000000D0,false,Rx,0,6,58,B9,0C,38,35,E0,00,00,
18445088912541463244,000000C2,false,Rx,0,8,AA,00,10,81,80,50,E3,74,
18445088912541463430,000000D2,false,Rx,0,5,30,34,00,00,04,00,00,00,
18445088912541463637,000003D0,false,Rx,0,6,00,00,08,00,C8,87,00,00,
18445088912541464554,00000420,false,Rx,0,8,9C,A4,AC,00,18,41,FF,00,
18445088912541466350,0000048C,false,Rx,0,8,0F,08,07,00,00,00,00,00,
18445088912541466826,00000440,false,Rx,0,8,20,52,5A,FE,7D,00,24,02,
18445088912541467069,00000540,false,Rx,0,8,40,00,FF,00,FF,00,02,0F,
18445088912541469513,0000038A,false,Rx,0,4,E8,80,48,20,00,00,00,00,
18445088912541469941,00000050,false,Rx,0,4,00,B0,D4,64,00,00,00,00,
18445088912541470256,00000280,false,Rx,0,8,00,41,14,16,41,3B,17,43,
18445088912541470463,00000284,false,Rx,0,6,05,05,00,00,00,00,00,00,
18445088912541470703,000000AE,false,Rx,0,8,BB,B8,00,00,00,00,03,00,
18445088912541470937,00000288,false,Rx,0,8,4E,BE,78,00,00,50,ED,16,
18445088912541471179,000001A0,false,Rx,0,8,00,40,C8,0C,FE,FE,00,1B,
18445088912541471427,00000380,false,Rx,0,8,00,95,00,BD,02,00,00,18,
18445088912541471659,000001AC,false,Rx,0,8,91,05,10,00,72,21,15,C2,
18445088912541471890,0000044C,false,Rx,0,8,E9,46,44,94,58,02,05,20,
18445088912541472135,000002A0,false,Rx,0,8,00,00,00,64,00,00,B0,D4,
18445088912541472372,00000480,false,Rx,0,8,70,00,34,80,7E,08,06,B4,
18445088912541472605,000003A0,false,Rx,0,8,5B,05,18,48,6E,1B,78,03,
18445088912541472840,00000488,false,Rx,0,8,E7,43,41,80,C5,FF,FF,A0,
18445088912541473080,000000C2,false,Rx,0,8,AA,00,00,00,80,60,21,F5,
18445088912541473277,000000D0,false,Rx,0,6,1F,CA,3B,38,36,E0,00,00,
18445088912541473503,000003D2,false,Rx,0,7,BA,08,33,80,01,00,00,00,
18445088912541473739,0000048A,false,Rx,0,8,98,CB,01,02,00,00,00,50,
18445088912541473974,000004A0,false,Rx,0,8,D6,0C,B8,0C,A6,0C,B2,0C,
18445088912541474205,00000588,false,Rx,0,8,E1,68,80,04,2A,80,04,95,
18445088912541474445,000004A8,false,Rx,0,8,90,00,07,80,00,20,50,67,
18445088912541474685,000005C0,false,Rx,0,8,0F,00,00,A6,2D,00,08,8C,
18445088912541474916,000005A0,false,Rx,0,8,7B,B2,08,50,00,C7,1E,AB,
18445088912541475154,000005E0,false,Rx,0,8,30,00,41,14,49,80,07,FB,
18445088912541475386,00000368,false,Rx,0,8,AA,10,89,5A,06,23,4C,00,
18445088912541475619,00000320,false,Rx,0,8,20,40,12,CD,0C,C3,0C,81,
18445088912541476058,000003B2,false,Rx,0,8,00,80,47,02,00,00,00,00,
18445088912541476415,0000048C,false,Rx,0,8,0E,09,07,00,00,00,00,00,
18445088912541476871,00000440,false,Rx,0,8,20,52,59,FE,7D,00,2C,02,
18445088912541477113,00000540,false,Rx,0,8,50,00,FF,00,FF,00,02,0F,
18445088912541478236,000003D4,false,Rx,0,8,38,80,B8,00,08,00,00,00,
18445088912541480364,00000280,false,Rx,0,8,00,41,20,16,41,3B,17,43,
18445088912541480606,000000AE,false,Rx,0,8,CB,C8,00,00,00,00,03,00,
18445088912541480851,00000380,false,Rx,0,8,00,95,00,BF,02,00,00,19,
18445088912541481096,000001A0,false,Rx,0,8,00,40,E2,0C,FE,FE,00,1C,
18445088912541481334,00000488,false,Rx,0,8,F7,43,41,80,C5,FF,FF,B0,
18445088912541481579,000002A0,false,Rx,0,8,00,00,00,64,00,00,C0,A4,
18445088912541481833,000004A0,false,Rx,0,8,10,0D,B2,0C,C8,0C,DC,0C,
18445088912541482876,000000D2,false,Rx,0,5,31,35,00,00,04,00,00,00,
18445088912541483108,000000C2,false,Rx,0,8,CC,00,76,01,80,70,9B,4C,
18445088912541483303,000000D0,false,Rx,0,6,69,DB,52,38,38,E0,00,00,
18445088912541483505,000003D0,false,Rx,0,6,04,00,08,00,C8,87,00,00,
18445088912541484055,00000366,false,Rx,0,8,50,00,00,00,00,00,80,D0,
18445088912541484293,0000056A,false,Rx,0,8,2F,03,10,20,10,0C,00,00,
18445088912541484766,000005D2,false,Rx,0,8,01,43,54,37,41,33,30,48,
18445088912541486810,00000440,false,Rx,0,8,20,52,5A,FE,7D,00,34,02,
18445088912541487054,0000048C,false,Rx,0,8,0D,0A,07,00,00,00,00,00,
18445088912541487298,00000540,false,Rx,0,8,60,00,FF,00,FF,00,02,0F,
18445088912541489943,00000050,false,Rx,0,4,00,B0,E4,54,00,00,00,00,
18445088912541490466,00000280,false,Rx,0,8,00,41,20,16,42,3B,18,44,
18445088912541490708,000000AE,false,Rx,0,8,DB,D8,00,00,00,00,03,00,
18445088912541490920,00000284,false,Rx,0,6,06,06,00,00,00,00,00,00,
18445088912541491162,000001A0,false,Rx,0,8,00,40,E6,0C,FE,FE,00,1D,
18445088912541491398,00000288,false,Rx,0,8,4E,BE,78,00,00,50,ED,16,
18445088912541491631,000001AC,false,Rx,0,8,9C,06,10,00,7C,21,15,C2,
18445088912541491876,00000380,false,Rx,0,8,00,95,00,C5,02,00,00,19,
18445088912541492113,000002A0,false,Rx,0,8,00,00,00,64,00,00,D0,B4,
18445088912541492345,0000044C,false,Rx,0,8,F9,46,44,94,58,02,05,30,
18445088912541492574,000003A0,false,Rx,0,8,86,06,1B,54,AE,1B,79,03,
18445088912541492816,00000480,false,Rx,0,8,70,00,50,80,7E,08,06,D0,
18445088912541493010,000000D0,false,Rx,0,6,48,EC,45,38,39,E0,00,00,
18445088912541493245,000000C2,false,Rx,0,8,CC,00,64,02,80,80,3B,4D,
18445088912541493486,00000488,false,Rx,0,8,80,44,41,80,C5,FF,FF,C0,
18445088912541493726,0000048A,false,Rx,0,8,AF,CC,01,02,00,00,00,60,
18445088912541493964,000004A0,false,Rx,0,8,1A,0D,B2,0C,D8,0C,EE,0C,
18445088912541494191,00000368,false,Rx,0,8,AB,11,89,5A,06,23,4C,00,
18445088912541494433,000004A8,false,Rx,0,8,79,00,07,80,00,20,60,BE,
18445088912541494668,00000320,false,Rx,0,8,20,40,12,C7,0C,C4,0C,81,
18445088912541494899,00000588,false,Rx,0,8,E1,68,80,03,2A,80,04,95,
18445088912541495133,000005A0,false,Rx,0,8,7C,C6,08,60,00,CA,1E,AB,
18445088912541495375,000005C0,false,Rx,0,8,00,00,00,A6,2D,00,08,83,
18445088912541495619,000005B7,false,Rx,0,8,DA,DA,00,00,00,00,00,00,
18445088912541495733,00000572,false,Rx,0,1,07,00,00,00,00,00,00,00,
18445088912541496865,00000440,false,Rx,0,8,20,52,59,FE,7D,00,3C,02,
18445088912541497110,00000397,false,Rx,0,8,08,00,08,00,00,00,00,00,
18445088912541497356,0000048C,false,Rx,0,8,0C,0B,07,00,00,00,00,00,
18445088912541497603,00000540,false,Rx,0,8,70,00,FF,00,FF,00,02,0F,
18445088912541498260,000003D4,false,Rx,0,8,3E,81,BF,00,08,00,00,00,
18445088912541499708,0000038A,false,Rx,0,4,F8,80,58,20,00,00,00,00,
18445088912541500395,00000280,false,Rx,0,8,00,42,2C,16,41,3B,18,44,
18445088912541500639,000000AE,false,Rx,0,8,EB,E8,00,00,00,00,03,00,
18445088912541500881,00000380,false,Rx,0,8,00,95,00,CA,02,00,00,19,
18445088912541501121,000001A0,false,Rx,0,8,00,40,E4,0C,FE,FE,00,1E,
18445088912541501361,00000488,false,Rx,0,8,90,44,41,80,C5,FF,FF,D0,
18445088912541501601,000002A0,false,Rx,0,8,00,00,00,64,00,00,E0,84,
18445088912541501861,000004A0,false,Rx,0,8,E2,0C,E8,0C,EA,0C,D0,0C,
18445088912541502746,000000D2,false,Rx,0,5,32,36,00,00,04,00,00,00,
18445088912541503014,000000D0,false,Rx,0,6,0C,FD,13,38,3A,E0,00,00,
18445088912541503248,000000C2,false,Rx,0,8,CC,00,BA,01,80,90,6C,E8,
18445088912541503454,000003D0,false,Rx,0,6,00,00,08,00,C8,87,00,00,
18445088912541504748,000005D6,false,Rx,0,5,00,00,00,00,00,00,00,00,
18445088912541506808,00000440,false,Rx,0,8,20,52,5A,FE,7D,00,44,02,
18445088912541507048,00000540,false,Rx,0,8,80,00,FF,00,FF,00,02,56,
18445088912541507571,0000048C,false,Rx,0,8,0B,0C,07,00,00,00,00,00,
18445088912541509943,00000050,false,Rx,0,4,00,B0,F4,44,00,00,00,00,
18445088912541510300,00000280,false,Rx,0,8,00,41,2C,16,42,3B,18,44,
18445088912541510508,00000284,false,Rx,0,6,07,07,00,00,00,00,00,00,
18445088912541510757,000000AE,false,Rx,0,8,FB,F8,00,00,00,00,03,00,
18445088912541510990,00000288,false,Rx,0,8,4E,BE,78,00,00,50,ED,16,
18445088912541511233,000001A0,false,Rx,0,8,00,40,F6,0C,FE,FE,00,1F,
18445088912541511476,00000380,false,Rx,0,8,00,95,00,C8,02,00,00,19,
18445088912541511706,000001AC,false,Rx,0,8,67,07,10,00,86,21,15,C2,
18445088912541511938,0000044C,false,Rx,0,8,8C,43,44,94,58,02,05,40,
18445088912541512180,000002A0,false,Rx,0,8,00,00,00,64,00,00,F0,94,
18445088912541512426,000002B7,false,Rx,0,8,1A,0A,00,00,00,00,10,00,
18445088912541512660,000003A0,false,Rx,0,8,F0,07,1F,64,EE,1B,7A,03,
18445088912541512901,00000480,false,Rx,0,8,70,00,6B,80,7E,08,06,EB,
18445088912541513131,000000C2,false,Rx,0,8,CC,00,AA,80,80,A0,AE,69,
18445088912541513328,000000D0,false,Rx,0,6,FF,0E,15,3C,38,E0,00,00,
18445088912541513569,00000488,false,Rx,0,8,A0,44,41,80,C5,FF,FF,E0,
18445088912541513811,0000048A,false,Rx,0,8,BE,CD,01,02,00,00,00,70,
18445088912541514044,000004A0,false,Rx,0,8,C8,0C,24,0D,BE,0C,B2,0C,
18445088912541514271,00000368,false,Rx,0,8,A7,12,89,58,06,28,4A,00,
18445088912541514513,000004A8,false,Rx,0,8,78,00,03,80,00,20,70,AB,
18445088912541514745,00000320,false,Rx,0,8,20,40,12,E5,0C,05,0D,81,
18445088912541514977,00000588,false,Rx,0,8,E1,68,80,03,2A,80,04,95,
18445088912541515210,000005A0,false,Rx,0,8,7D,D2,08,70,00,CE,1E,AB,
18445088912541515450,000005C0,false,Rx,0,8,01,00,00,A6,2D,00,08,82,
18445088912541516890,00000440,false,Rx,0,8,20,52,5A,FE,7C,00,4C,02,
18445088912541517128,00000540,false,Rx,0,8,90,00,FF,00,FF,00,02,56,
18445088912541517633,0000048C,false,Rx,0,8,0A,0D,07,00,00,00,00,00,
18445088912541518204,000003D4,false,Rx,0,8,44,82,C6,00,08,00,00,00,
18445088912541520515,000000AE,false,Rx,0,8,0B,08,00,00,00,00,03,00,
18445088912541520771,000001A0,false,Rx,0,8,00,40,06,0D,FE,FE,00,10,
18445088912541521027,000002A0,false,Rx,0,8,00,00,00,64,00,00,00,64,
18445088912541521269,000004A0,false,Rx,0,8,DC,0C,32,0D,B6,0C,BC,0C,
18445088912541521507,00000280,false,Rx,0,8,00,42,3C,16,42,3C,18,44,
18445088912541521748,00000380,false,Rx,0,8,00,95,00,CB,02,00,00,19,
18445088912541521986,00000488,false,Rx,0,8,B5,44,42,80,C3,FF,FF,F0,
18445088912541522521,000000D2,false,Rx,0,5,33,37,00,00,04,00,00,00,
18445088912541522996,000000D0,false,Rx,0,6,E0,1F,14,3C,37,E0,00,00,
18445088912541523226,000000C2,false,Rx,0,8,CC,00,BA,81,80,B0,E7,48,
18445088912541523430,000003D0,false,Rx,0,6,02,00,08,00,C8,87,00,00,
18445088912541523654,000003D2,false,Rx,0,7,BB,09,33,80,01,00,00,00,
18445088912541523974,0000056A,false,Rx,0,8,3F,03,10,20,10,0C,00,10,
18445088912541524221,00000366,false,Rx,0,8,51,01,00,00,00,00,80,D0,
18445088912541525845,00000390,false,Rx,0,8,03,00,50,00,40,00,00,00,
18445088912541526103,00000392,false,Rx,0,8,08,00,04,21,00,16,68,00,
18445088912541526371,00000393,false,Rx,0,8,90,00,00,00,00,00,00,00,
18445088912541526580,00000570,false,Rx,0,5,47,20,AC,00,00,00,00,00,
18445088912541526840,00000440,false,Rx,0,8,20,52,5A,FE,7C,00,54,02,
18445088912541527081,00000540,false,Rx,0,8,A0,00,FF,00,FF,00,02,56,
18445088912541527310,000005D0,false,Rx,0,8,C0,04,61,8F,39,59,C0,00,
18445088912541528134,0000048C,false,Rx,0,8,09,0E,07,00,00,00,00,00,
18445088912541528592,0000038A,false,Rx,0,4,C8,80,68,20,00,00,00,00,
18445088912541529933,00000050,false,Rx,0,4,00,B0,04,B4,00,00,00,00,
18445088912541530300,00000280,false,Rx,0,8,00,42,3C,16,42,3C,18,44,
18445088912541530514,00000284,false,Rx,0,6,08,08,00,00,00,00,00,00,
18445088912541530754,000000AE,false,Rx,0,8,1B,18,00,00,00,00,03,00,
18445088912541530989,00000288,false,Rx,0,8,8A,BE,78,00,00,50,ED,16,
18445088912541531231,000001A0,false,Rx,0,8,00,40,0A,0D,FE,FE,00,11,
