Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
18445088912545394379,000004A0,false,Rx,0,8,E8,13,E6,13,0C,14,D6,13,
18445088912545394615,00000320,false,Rx,0,8,20,40,12,FF,13,07,14,81,
18445088912545394861,0000048C,false,Rx,0,8,08,0F,07,00,00,00,00,00,
18445088912545395110,000004A8,false,Rx,0,8,30,00,03,80,00,20,90,03,
18445088912545395223,00000572,false,Rx,0,1,07,00,00,00,00,00,00,00,
18445088912545395455,000005A0,false,Rx,0,8,7E,8A,0D,90,00,A1,1A,AB,
18445088912545395727,000005B7,false,Rx,0,8,D1,D1,00,00,00,00,00,00,
18445088912545396468,00000397,false,Rx,0,8,0F,07,08,00,00,00,00,00,
18445088912545396772,00000440,false,Rx,0,8,30,52,50,FE,75,00,6C,02,
18445088912545397015,00000540,false,Rx,0,8,D0,00,FF,00,FF,00,02,0F,
18445088912545397491,000005C0,false,Rx,0,8,03,00,00,A6,2D,00,08,80,
18445088912545398088,000003D4,false,Rx,0,8,1A,84,1E,80,08,00,00,00,
18445088912545400238,00000280,false,Rx,0,8,00,31,98,1A,32,31,17,30,
18445088912545400480,00000380,false,Rx,0,8,00,93,00,98,01,00,00,13,
18445088912545400724,000000AE,false,Rx,0,8,4B,48,00,00,00,00,03,00,
18445088912545400887,0000038A,false,Rx,0,4,D8,80,78,20,00,00,00,00,
18445088912545401125,000001A0,false,Rx,0,8,00,40,F6,13,FE,FE,00,14,
18445088912545401355,00000488,false,Rx,0,8,EB,30,31,80,AE,FF,0B,30,
18445088912545401598,000002A0,false,Rx,0,8,00,00,00,64,00,00,40,24,
18445088912545401890,000004A0,false,Rx,0,8,FA,13,F4,13,CC,13,E6,13,
18445088912545402605,000000D2,false,Rx,0,5,3D,39,00,00,04,00,00,00,
18445088912545402999,000000D0,false,Rx,0,6,95,53,07,38,09,F0,00,00,
18445088912545403232,000000C2,false,Rx,0,8,22,80,66,80,80,F0,F0,87,
18445088912545403440,000003D0,false,Rx,0,6,00,00,08,00,C8,87,00,00,
18445088912545403731,0000056A,false,Rx,0,8,0F,03,10,20,10,0C,00,20,
18445088912545404007,000005D6,false,Rx,0,5,00,00,00,00,00,00,00,00,
18445088912545404246,00000366,false,Rx,0,8,52,02,00,00,00,00,80,D0,
18445088912545404592,0000048C,false,Rx,0,8,17,10,07,00,00,00,00,00,
18445088912545406691,00000440,false,Rx,0,8,30,52,50,FE,75,00,74,02,
18445088912545406935,00000540,false,Rx,0,8,E0,00,FF,00,FF,00,02,0F,
18445088912545409273,00000050,false,Rx,0,4,00,B0,24,94,00,00,00,00,
18445088912545410157,00000280,false,Rx,0,8,00,32,98,1A,32,31,17,30,
18445088912545410368,00000284,false,Rx,0,6,0A,0A,00,00,00,00,00,00,
18445088912545410608,000000AE,false,Rx,0,8,5B,58,00,00,00,00,03,00,
18445088912545410845,00000288,false,Rx,0,8,8A,BE,78,00,00,50,EE,16,
18445088912545411086,000001A0,false,Rx,0,8,00,40,32,14,FE,FE,00,15,
18445088912545411323,00000380,false,Rx,0,8,00,93,00,9C,01,00,00,13,
18445088912545411557,000001AC,false,Rx,0,8,89,0A,10,00,7C,21,0C,C2,
18445088912545411784,0000044C,false,Rx,0,8,5A,A7,46,94,58,02,05,70,
18445088912545412028,000002A0,false,Rx,0,8,00,00,00,64,00,00,50,34,
18445088912545412264,00000480,false,Rx,0,8,84,00,D5,94,7E,08,06,B5,
18445088912545412496,000003A0,false,Rx,0,8,73,0A,0E,24,7E,5A,74,03,
18445088912545412738,000002B7,false,Rx,0,8,18,08,00,00,00,00,10,00,
18445088912545412970,00000488,false,Rx,0,8,B5,30,32,80,AE,FF,26,40,
18445088912545413208,000000C2,false,Rx,0,8,22,80,66,00,80,00,CD,F7,
18445088912545413409,000000D0,false,Rx,0,6,BC,64,19,38,09,F0,00,00,
18445088912545413647,00000368,false,Rx,0,8,5E,15,89,F0,05,28,1F,00,
18445088912545413887,0000048A,false,Rx,0,8,8C,2C,02,02,00,00,00,A0,
18445088912545414135,0000048C,false,Rx,0,8,06,01,07,00,00,00,00,00,
18445088912545414375,000004A0,false,Rx,0,8,3C,14,28,14,CC,13,00,14,
18445088912545414605,00000588,false,Rx,0,8,E1,58,80,01,22,80,04,95,
18445088912545414841,00000320,false,Rx,0,8,20,40,12,E5,13,08,14,81,
18445088912545415086,000004A8,false,Rx,0,8,30,00,07,80,00,20,A0,37,
18445088912545415378,000005A0,false,Rx,0,8,7E,BE,0D,A0,00,A7,1A,AB,
18445088912545416791,00000440,false,Rx,0,8,30,52,50,FE,75,00,7C,02,
18445088912545417032,00000540,false,Rx,0,8,F0,00,FF,00,FF,00,02,0F,
18445088912545417288,000005C0,false,Rx,0,8,04,00,00,A6,2D,00,08,87,
18445088912545418034,000003D4,false,Rx,0,8,25,85,20,80,08,00,00,00,
18445088912545420223,00000280,false,Rx,0,8,00,32,8C,1A,32,30,17,30,
18445088912545420463,00000380,false,Rx,0,8,00,93,00,99,01,00,00,13,
18445088912545420703,000000AE,false,Rx,0,8,6B,68,00,00,00,00,03,00,
18445088912545420943,00000488,false,Rx,0,8,7C,30,32,80,AE,FF,FF,50,
18445088912545421184,000001A0,false,Rx,0,8,00,40,36,14,FE,FE,00,16,
18445088912545421457,000002A0,false,Rx,0,8,00,00,00,64,00,00,60,04,
18445088912545421720,000004A0,false,Rx,0,8,46,14,28,14,DC,13,08,14,
18445088912545423014,000000D0,false,Rx,0,6,A4,75,11,38,08,F0,00,00,
18445088912545423250,000000C2,false,Rx,0,8,22,80,CC,00,80,10,D1,81,
18445088912545423436,000000D2,false,Rx,0,5,3E,3A,00,00,04,00,00,00,
18445088912545423640,000003D0,false,Rx,0,6,01,00,08,00,C8,87,00,00,
18445088912545423865,000003D2,false,Rx,0,7,B5,07,33,80,01,00,00,00,
18445088912545424110,0000048C,false,Rx,0,8,05,02,07,00,00,00,00,00,
18445088912545425910,00000390,false,Rx,0,8,03,00,50,00,40,00,00,00,
18445088912545426173,00000392,false,Rx,0,8,08,00,04,21,00,18,60,00,
18445088912545426379,00000570,false,Rx,0,5,47,20,AB,00,00,00,00,00,
18445088912545426633,000005D0,false,Rx,0,8,C0,04,61,8F,39,59,C0,00,
18445088912545426869,00000440,false,Rx,0,8,30,52,50,FE,75,00,04,02,
18445088912545427112,00000540,false,Rx,0,8,00,00,FF,00,FF,00,02,56,
18445088912545429263,00000050,false,Rx,0,4,00,B0,34,84,00,00,00,00,
18445088912545429430,0000038A,false,Rx,0,4,28,80,88,20,00,00,00,00,
18445088912545430264,00000280,false,Rx,0,8,00,32,8C,1A,32,30,17,30,
18445088912545430469,00000284,false,Rx,0,6,0B,0B,00,00,00,00,00,00,
18445088912545430710,000000AE,false,Rx,0,8,7B,78,00,00,00,00,03,00,
18445088912545430948,00000288,false,Rx,0,8,8A,BE,78,00,00,50,EE,16,
18445088912545431190,000001A0,false,Rx,0,8,00,40,24,14,FE,FE,00,17,
18445088912545431433,00000380,false,Rx,0,8,00,93,00,A1,01,00,00,13,
18445088912545431658,000001AC,false,Rx,0,8,77,0B,10,00,86,21,09,C2,
18445088912545431891,0000044C,false,Rx,0,8,A8,A5,46,94,58,02,05,80,
18445088912545432134,000002A0,false,Rx,0,8,00,00,00,64,00,00,70,14,
18445088912545432372,00000480,false,Rx,0,8,84,00,EB,94,7E,08,06,8B,
18445088912545432599,000003A0,false,Rx,0,8,51,0B,14,3C,DE,DA,75,03,
18445088912545432837,00000488,false,Rx,0,8,4C,30,32,80,AE,FF,FF,60,
18445088912545433071,000000C2,false,Rx,0,8,22,80,66,00,80,20,87,D7,
18445088912545433275,000000D0,false,Rx,0,6,49,86,0A,3C,09,F0,00,00,
18445088912545433511,0000048A,false,Rx,0,8,9D,2D,02,02,00,00,00,B0,
18445088912545433744,000004A0,false,Rx,0,8,1A,14,30,14,3C,14,F4,13,
18445088912545433976,00000588,false,Rx,0,8,E1,58,80,83,22,80,04,95,
18445088912545434214,00000368,false,Rx,0,8,5C,16,89,F0,05,28,1E,00,
18445088912545434446,00000320,false,Rx,0,8,20,40,12,31,14,49,14,81,
18445088912545434692,0000048C,false,Rx,0,8,04,03,07,00,00,00,00,00,
18445088912545434935,000004A8,false,Rx,0,8,48,00,07,80,00,20,B0,5F,
18445088912545435209,000005A0,false,Rx,0,8,7F,B4,0D,B0,00,AD,1A,AB,
18445088912545436236,000005DC,false,Rx,0,8,77,14,72,7F,1D,00,80,4D,
18445088912545436749,00000440,false,Rx,0,8,30,52,50,FE,75,00,0C,02,
18445088912545436989,00000540,false,Rx,0,8,10,00,FF,00,FF,00,02,56,
18445088912545437320,000005C0,false,Rx,0,8,05,00,00,A6,2D,00,08,86,
18445088912545438073,000003D4,false,Rx,0,8,18,86,1E,80,08,00,00,00,
18445088912545440474,000000AE,false,Rx,0,8,8B,88,00,00,00,00,03,00,
18445088912545440710,00000280,false,Rx,0,8,00,32,9C,1A,32,30,17,30,
18445088912545440950,000001A0,false,Rx,0,8,00,40,0A,14,FE,FE,00,18,
18445088912545441190,00000380,false,Rx,0,8,00,93,00,9E,01,00,00,13,
18445088912545441432,000002A0,false,Rx,0,8,00,00,00,64,00,00,80,E4,
18445088912545441669,00000488,false,Rx,0,8,5C,30,32,80,AE,FF,FF,70,
18445088912545441897,000004A0,false,Rx,0,8,FE,13,16,14,2E,14,D2,13,
18445088912545443015,000000D0,false,Rx,0,6,5C,97,0E,3C,09,F0,00,00,
18445088912545443250,000000C2,false,Rx,0,8,22,80,AA,80,80,30,4D,03,
18445088912545443437,000000D2,false,Rx,0,5,3F,3B,00,00,04,00,00,00,
18445088912545443646,000003D0,false,Rx,0,6,00,00,08,00,C8,87,00,00,
18445088912545443882,0000056A,false,Rx,0,8,1F,03,10,20,10,0C,00,30,
18445088912545444214,00000366,false,Rx,0,8,53,03,00,00,00,00,80,D0,
18445088912545444461,0000048C,false,Rx,0,8,03,04,07,00,00,00,00,00,
18445088912545446689,00000440,false,Rx,0,8,30,52,50,FE,75,00,14,02,
18445088912545446935,00000540,false,Rx,0,8,20,00,FF,00,FF,00,02,56,
18445088912545448130,00000497,false,Rx,0,8,00,60,00,00,74,46,00,60,
18445088912545449268,00000050,false,Rx,0,4,00,B0,44,F4,00,00,00,00,
18445088912545450184,00000280,false,Rx,0,8,00,32,98,1A,32,30,17,2F,
18445088912545450395,00000284,false,Rx,0,6,0C,0C,00,00,00,00,00,00,
18445088912545450634,000000AE,false,Rx,0,8,9B,98,00,00,00,00,03,00,
18445088912545450870,00000288,false,Rx,0,8,E8,BE,78,00,00,50,EE,16,
18445088912545451112,000001A0,false,Rx,0,8,00,40,FC,13,FE,FE,00,19,
18445088912545451356,00000380,false,Rx,0,8,00,93,00,9E,01,00,00,13,
18445088912545451588,000001AC,false,Rx,0,8,72,0C,10,00,81,21,0C,C2,
18445088912545451824,0000044C,false,Rx,0,8,83,9E,46,94,58,02,05,90,
18445088912545452065,000002A0,false,Rx,0,8,00,00,00,64,00,00,90,F4,
18445088912545452303,00000480,false,Rx,0,8,C0,00,17,95,7E,08,06,32,
18445088912545452537,000003A0,false,Rx,0,8,13,0C,1A,54,3E,1B,77,03,
18445088912545452771,00000488,false,Rx,0,8,B3,2F,32,80,AE,FF,FF,80,
18445088912545453011,0000048A,false,Rx,0,8,ED,2D,02,02,00,00,00,C0,
18445088912545453247,000000C2,false,Rx,0,8,22,80,66,80,80,40,98,37,
18445088912545453449,000000D0,false,Rx,0,6,6A,A8,07,3C,09,F0,00,00,
18445088912545453691,00000368,false,Rx,0,8,5C,17,89,F0,05,28,1F,00,
18445088912545453924,000004A0,false,Rx,0,8,00,14,FA,13,FA,13,E6,13,
18445088912545454156,00000588,false,Rx,0,8,E1,61,80,03,22,80,04,95,
18445088912545454397,000004A8,false,Rx,0,8,2E,00,07,80,00,20,C0,49,
18445088912545454628,00000320,false,Rx,0,8,20,40,12,23,14,4A,14,81,
18445088912545454878,0000048C,false,Rx,0,8,02,05,07,00,00,00,00,00,
18445088912545455121,0000058C,false,Rx,0,8,90,A0,13,00,00,00,00,00,
18445088912545455360,0000058F,false,Rx,0,8,B8,FD,FF,7F,00,00,00,18,
18445088912545455595,000005A0,false,Rx,0,8,7F,98,0D,C0,00,B3,1A,AB,
18445088912545455841,000005AA,false,Rx,0,8,00,00,80,08,00,00,00,00,
18445088912545456765,00000440,false,Rx,0,8,30,52,50,FE,75,00,1C,02,
18445088912545457008,00000540,false,Rx,0,8,30,00,FF,00,FF,00,02,56,
18445088912545457246,000005C0,false,Rx,0,8,06,00,00,A6,2D,00,08,85,
18445088912545458049,000003D4,false,Rx,0,8,19,87,1E,80,08,00,00,00,
18445088912545460236,00000280,false,Rx,0,8,00,32,98,1A,32,30,17,30,
18445088912545460477,00000380,false,Rx,0,8,00,93,00,9D,01,00,00,13,
18445088912545460716,000000AE,false,Rx,0,8,AB,A8,00,00,00,00,03,00,
18445088912545460952,00000488,false,Rx,0,8,BC,30,32,80,AE,FF,FF,90,
18445088912545461192,000001A0,false,Rx,0,8,00,40,0E,14,FE,FE,00,1A,
18445088912545461359,0000038A,false,Rx,0,4,38,80,98,20,00,00,00,00,
18445088912545461602,000002A0,false,Rx,0,8,00,00,00,64,00,00,A0,C4,
18445088912545461846,000004A0,false,Rx,0,8,22,14,FA,13,D8,13,0E,14,
18445088912545462289,000002B7,false,Rx,0,8,19,09,00,00,00,00,10,00,
18445088912545462913,000000D2,false,Rx,0,5,38,3C,00,00,04,00,00,00,
18445088912545463149,000000C2,false,Rx,0,8,22,80,00,00,80,50,6B,0D,
18445088912545463350,000000D0,false,Rx,0,6,75,B9,0D,38,09,F0,00,00,
18445088912545463554,000003D0,false,Rx,0,6,00,00,08,00,C8,87,00,00,
18445088912545464131,0000048C,false,Rx,0,8,01,06,07,00,00,00,00,00,
18445088912545464451,00000420,false,Rx,0,8,9C,A4,AC,00,18,3F,FF,00,
18445088912545466706,00000440,false,Rx,0,8,30,52,50,FE,75,00,24,02,
18445088912545466947,00000540,false,Rx,0,8,40,00,FF,00,FF,00,02,0F,
18445088912545469262,00000050,false,Rx,0,4,00,B0,54,E4,00,00,00,00,
18445088912545469772,000005E0,false,Rx,0,8,30,00,41,10,49,80,07,FB,
18445088912545470237,00000280,false,Rx,0,8,00,32,A4,1A,32,30,17,30,
18445088912545470445,00000284,false,Rx,0,6,0D,0D,00,00,00,00,00,00,
18445088912545470686,000000AE,false,Rx,0,8,BB,B8,00,00,00,00,03,00,
18445088912545470917,00000288,false,Rx,0,8,E8,BE,78,00,00,50,EE,16,
18445088912545471157,000001A0,false,Rx,0,8,00,40,14,14,FE,FE,00,1B,
18445088912545471401,00000380,false,Rx,0,8,00,93,00,98,01,00,00,13,
18445088912545471629,000001AC,false,Rx,0,8,85,0D,10,00,77,21,0C,C2,
18445088912545471863,0000044C,false,Rx,0,8,84,A9,46,94,58,02,05,A0,
18445088912545472105,000002A0,false,Rx,0,8,00,00,00,64,00,00,B0,D4,
18445088912545472348,00000480,false,Rx,0,8,C0,00,2D,95,7E,08,06,08,
18445088912545472578,000003A0,false,Rx,0,8,7F,0D,20,6C,9E,DB,78,03,
18445088912545472816,00000488,false,Rx,0,8,8C,30,32,80,AE,FF,FF,A0,
18445088912545473018,000000D0,false,Rx,0,6,1B,CA,10,38,09,F0,00,00,
18445088912545473252,000000C2,false,Rx,0,8,22,80,88,00,80,60,D5,75,
18445088912545473478,000003D2,false,Rx,0,7,BA,08,33,80,01,00,00,00,
18445088912545473718,0000048A,false,Rx,0,8,FE,2E,02,02,00,00,00,D0,
18445088912545473958,00000368,false,Rx,0,8,53,18,89,F0,05,28,1F,00,
18445088912545474187,000004A0,false,Rx,0,8,1A,14,0E,14,CE,13,2E,14,
18445088912545474438,0000048C,false,Rx,0,8,00,07,07,00,00,00,00,00,
18445088912545474673,00000320,false,Rx,0,8,20,40,12,FB,13,0B,14,81,
18445088912545474913,000004A8,false,Rx,0,8,4A,00,07,80,00,20,D0,3D,
18445088912545475143,00000588,false,Rx,0,8,E1,61,80,03,22,80,04,95,
18445088912545475379,000005A0,false,Rx,0,8,7F,AA,0D,D0,00,B9,1A,AB,
18445088912545476148,000003B2,false,Rx,0,8,00,80,47,02,00,00,00,00,
18445088912545476764,00000440,false,Rx,0,8,30,52,50,FE,75,00,2C,02,
18445088912545477008,00000540,false,Rx,0,8,50,00,FF,00,FF,00,02,0F,
18445088912545477594,000005C0,false,Rx,0,8,07,00,00,A6,2D,00,08,84,
18445088912545478030,000003D4,false,Rx,0,8,16,88,1E,80,08,00,00,00,
18445088912545480254,00000280,false,Rx,0,8,00,32,A4,1A,31,31,17,30,
18445088912545480496,000000AE,false,Rx,0,8,CB,C8,00,00,00,00,03,00,
18445088912545480741,00000380,false,Rx,0,8,00,93,00,98,01,00,00,13,
18445088912545480980,000001A0,false,Rx,0,8,00,40,36,14,FE,FE,00,1C,
18445088912545481218,00000488,false,Rx,0,8,9F,30,31,80,AE,FF,FF,B0,
18445088912545481462,000002A0,false,Rx,0,8,00,00,00,64,00,00,C0,A4,
18445088912545481725,000004A0,false,Rx,0,8,2C,14,40,14,0C,14,18,14,
18445088912545482512,000000D2,false,Rx,0,5,39,3D,00,00,04,00,00,00,
18445088912545482992,000000D0,false,Rx,0,6,1A,DB,04,3C,09,F0,00,00,
18445088912545483228,000000C2,false,Rx,0,8,22,80,88,00,80,70,F0,65,
18445088912545483432,000003D0,false,Rx,0,6,00,00,08,00,C8,87,00,00,
18445088912545483719,0000056A,false,Rx,0,8,6F,03,10,20,10,0C,00,40,
18445088912545484183,00000366,false,Rx,0,8,54,04,00,00,00,00,80,D0,
18445088912545484651,000005D2,false,Rx,0,8,00,AD,89,F7,A2,31,56,57,
18445088912545484895,0000048C,false,Rx,0,8,0F,08,07,00,00,00,00,00,
18445088912545486687,00000440,false,Rx,0,8,30,52,50,FE,75,00,34,02,
18445088912545486930,00000540,false,Rx,0,8,60,00,FF,00,FF,00,02,0F,
18445088912545489258,00000050,false,Rx,0,4,00,B0,64,D4,00,00,00,00,
18445088912545489835,0000038A,false,Rx,0,4,08,80,A8,20,00,00,00,00,
18445088912545490223,00000280,false,Rx,0,8,00,31,A8,1A,31,31,17,30,
18445088912545490435,00000284,false,Rx,0,6,0E,0E,00,00,00,00,00,00,
18445088912545490678,000000AE,false,Rx,0,8,DB,D8,00,00,00,00,03,00,
18445088912545490912,00000288,false,Rx,0,8,E8,BE,78,00,00,50,EE,16,
18445088912545491152,000001A0,false,Rx,0,8,00,40,24,14,FE,FE,00,1D,
18445088912545491392,00000380,false,Rx,0,8,00,93,00,96,01,00,00,13,
18445088912545491629,000001AC,false,Rx,0,8,70,0E,10,00,81,21,0C,C2,
18445088912545491861,0000044C,false,Rx,0,8,96,AB,46,94,58,02,05,B0,
18445088912545492098,000002A0,false,Rx,0,8,00,00,00,64,00,00,D0,B4,
18445088912545492338,00000480,false,Rx,0,8,C0,00,43,95,7E,08,06,66,
18445088912545492567,000003A0,false,Rx,0,8,70,0E,26,84,FE,5B,7A,03,
18445088912545492805,00000488,false,Rx,0,8,EF,30,31,80,AE,FF,FF,C0,
18445088912545493006,000000D0,false,Rx,0,6,35,EC,1C,3C,09,F0,00,00,
18445088912545493241,000000C2,false,Rx,0,8,22,80,88,00,80,80,0C,55,
18445088912545493482,0000048A,false,Rx,0,8,CE,2E,02,02,00,00,00,E0,
18445088912545493713,00000368,false,Rx,0,8,70,19,89,ED,05,28,20,00,
18445088912545493944,000004A0,false,Rx,0,8,26,14,22,14,2E,14,16,14,
18445088912545494181,00000588,false,Rx,0,8,E1,61,80,01,22,80,04,95,
18445088912545494416,00000320,false,Rx,0,8,20,40,12,15,14,0C,14,81,
18445088912545494652,000004A8,false,Rx,0,8,5D,00,07,80,00,20,E0,1A,
18445088912545494898,0000048C,false,Rx,0,8,0E,09,07,00,00,00,00,00,
18445088912545495133,000005A0,false,Rx,0,8,7F,B4,0D,E0,00,BF,1A,AB,
18445088912545495248,00000572,false,Rx,0,1,07,00,00,00,00,00,00,00,
18445088912545495493,000005B7,false,Rx,0,8,D2,D2,00,00,00,00,00,00,
18445088912545496752,00000440,false,Rx,0,8,30,52,50,FE,75,00,3C,02,
18445088912545496997,00000540,false,Rx,0,8,70,00,FF,00,FF,00,02,0F,
18445088912545497657,00000397,false,Rx,0,8,00,08,08,00,00,00,00,00,
18445088912545497895,000005C0,false,Rx,0,8,08,00,00,A6,2D,00,08,8B,
18445088912545498135,000003D4,false,Rx,0,8,17,89,1E,80,08,00,00,00,
18445088912545500274,00000280,false,Rx,0,8,00,31,A8,1A,31,30,17,30,
18445088912545500521,000000AE,false,Rx,0,8,EB,E8,00,00,00,00,03,00,
18445088912545500761,00000380,false,Rx,0,8,00,93,00,95,01,00,00,13,
18445088912545501000,000001A0,false,Rx,0,8,00,40,18,14,FE,FE,00,1E,
18445088912545501240,00000488,false,Rx,0,8,FC,30,31,80,AD,FF,FF,D0,
18445088912545501484,000002A0,false,Rx,0,8,00,00,00,64,00,00,E0,84,
18445088912545501779,000004A0,false,Rx,0,8,14,14,1E,14,48,14,04,14,
18445088912545502592,000000D2,false,Rx,0,5,3A,3E,00,00,04,00,00,00,
18445088912545502997,000000D0,false,Rx,0,6,2D,FD,16,3C,0A,F0,00,00,
18445088912545503234,000000C2,false,Rx,0,8,22,80,EE,80,80,90,FF,5F,
18445088912545503441,000003D0,false,Rx,0,6,00,00,08,00,C8,87,00,00,
18445088912545503651,000005D6,false,Rx,0,5,00,00,00,00,00,00,00,00,
18445088912545503896,0000048C,false,Rx,0,8,0D,0A,07,00,00,00,00,00,
18445088912545506708,00000440,false,Rx,0,8,30,52,50,FE,75,00,44,02,
18445088912545506948,00000540,false,Rx,0,8,80,00,FF,00,FF,00,02,56,
18445088912545509248,00000050,false,Rx,0,4,00,B0,74,C4,00,00,00,00,
18445088912545510566,000000AE,false,Rx,0,8,FB,F8,00,00,00,00,03,00,
18445088912545510804,00000280,false,Rx,0,8,00,31,C0,1A,31,30,17,2F,
18445088912545511048,000001A0,false,Rx,0,8,00,40,26,14,FE,FE,00,1F,
18445088912545511260,00000284,false,Rx,0,6,0F,0F,00,00,00,00,00,00,
18445088912545511499,000001AC,false,Rx,0,8,72,0F,10,00,81,21,0F,C2,
18445088912545511733,00000288,false,Rx,0,8,E8,BE,78,00,00,50,EE,16,
18445088912545511975,000002A0,false,Rx,0,8,00,00,00,64,00,00,F0,94,
18445088912545512215,00000380,false,Rx,0,8,00,93,00,96,01,00,00,13,
18445088912545512441,000003A0,false,Rx,0,8,45,0F,2C,9C,5E,DC,7B,03,
18445088912545512687,000002B7,false,Rx,0,8,1A,0A,00,00,00,00,10,00,
18445088912545512920,0000044C,false,Rx,0,8,E4,A9,46,94,58,02,05,C0,
18445088912545513158,000000C2,false,Rx,0,8,22,80,EE,80,80,A0,90,4F,
18445088912545513358,000000D0,false,Rx,0,6,CF,0E,04,3C,09,F0,00,00,
18445088912545513600,00000480,false,Rx,0,8,C0,00,59,95,7E,08,06,7C,
18445088912545513832,00000368,false,Rx,0,8,4D,1A,89,ED,05,28,1E,00,
18445088912545514068,00000488,false,Rx,0,8,D3,2F,31,80,AD,FF,FF,E0,
18445088912545514310,0000048A,false,Rx,0,8,DF,2F,02,02,00,00,00,F0,
18445088912545514543,00000320,false,Rx,0,8,20,40,12,23,14,4D,14,81,
18445088912545514790,0000048C,false,Rx,0,8,0C,0B,07,00,00,00,00,00,
18445088912545515023,000004A0,false,Rx,0,8,2C,14,22,14,56,14,FC,13,
18445088912545515259,00000588,false,Rx,0,8,E1,61,80,06,22,80,04,95,
18445088912545515499,000004A8,false,Rx,0,8,46,00,07,80,00,20,F0,11,
18445088912545515747,000005A0,false,Rx,0,8,7F,B6,0D,F0,00,C5,1A,AB,
18445088912545516788,00000440,false,Rx,0,8,30,52,50,FE,75,00,4C,02,
18445088912545517026,00000540,false,Rx,0,8,90,00,FF,00,FF,00,02,56,
18445088912545517458,000005C0,false,Rx,0,8,09,00,00,A6,2D,00,08,8A,
18445088912545518068,000003D4,false,Rx,0,8,14,8A,1E,80,08,00,00,00,
18445088912545519472,0000038A,false,Rx,0,4,18,80,B8,20,00,00,00,00,
18445088912545520354,00000280,false,Rx,0,8,00,31,BC,1A,31,30,17,2F,
18445088912545520601,000000AE,false,Rx,0,8,0B,08,00,00,00,00,03,00,
18445088912545520846,00000380,false,Rx,0,8,00,93,00,95,01,00,00,13,
18445088912545521082,000001A0,false,Rx,0,8,00,40,36,14,FE,FE,00,10,
18445088912545521318,00000488,false,Rx,0,8,C3,2F,31,80,AD,FF,FF,F0,
18445088912545521565,000002A0,false,Rx,0,8,00,00,00,64,00,00,00,64,
18445088912545521840,000004A0,false,Rx,0,8,4A,14,24,14,30,14,14,14,
18445088912545522789,000000D2,false,Rx,0,5,3B,3F,00,00,04,00,00,00,
18445088912545523004,000000D0,false,Rx,0,6,D9,1F,07,38,09,F0,00,00,
18445088912545523234,000000C2,false,Rx,0,8,22,80,66,00,80,B0,A5,47,
18445088912545523440,000003D0,false,Rx,0,6,00,00,08,00,C8,87,00,00,
18445088912545523662,000003D2,false,Rx,0,7,BB,09,33,80,01,00,00,00,
18445088912545523900,0000056A,false,Rx,0,8,7F,03,10,20,10,0C,00,50,
18445088912545524201,00000366,false,Rx,0,8,55,05,00,00,00,00,80,D0,
18445088912545524442,0000048C,false,Rx,0,8,0B,0C,07,00,00,00,00,00,
18445088912545525945,00000390,false,Rx,0,8,03,00,50,00,40,00,00,00,
18445088912545526205,00000392,false,Rx,0,8,08,00,04,21,00,18,60,00,
18445088912545526471,00000393,false,Rx,0,8,92,00,00,00,00,00,00,00,
18445088912545526719,00000440,false,Rx,0,8,30,52,50,FE,75,00,54,02,
18445088912545526955,00000540,false,Rx,0,8,A0,00,FF,00,FF,00,02,56,
18445088912545527142,00000570,false,Rx,0,5,47,20,AB,00,00,00,00,00,
18445088912545527401,000005D0,false,Rx,0,8,C0,04,61,8F,39,59,C0,00,
18445088912545529249,00000050,false,Rx,0,4,00,B0,84,34,00,00,00,00,
18445088912545530331,00000280,false,Rx,0,8,00,31,BC,1A,31,30,17,2F,
18445088912545530540,00000284,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445088912545530788,000000AE,false,Rx,0,8,1B,18,00,00,00,00,03,00,
18445088912545531022,00000288,false,Rx,0,8,36,BE,78,00,00,50,EE,16,
18445088912545531268,000001A0,false,Rx,0,8,00,40,3E,14,FE,FE,00,11,
18445088912545531504,00000380,false,Rx,0,8,00,93,00,94,01,00,00,13,
18445088912545531738,000001AC,false,Rx,0,8,88,00,10,00,77,21,0C,C2,
18445088912545531967,0000044C,false,Rx,0,8,F5,A8,46,94,58,02,05,D0,
18445088912545532213,000002A0,false,Rx,0,8,00,00,00,64,00,00,10,74,
18445088912545532451,00000480,false,Rx,0,8,19,00,6F,95,7E,08,06,93,
18445088912545532692,000003A0,false,Rx,0,8,1B,00,33,B4,BE,5C,7D,03,
18445088912545532921,00000488,false,Rx,0,8,FA,2F,31,80,AD,FF,36,00,
18445088912545533154,000000C2,false,Rx,0,8,22,80,66,00,80,C0,5E,37,
18445088912545533356,000000D0,false,Rx,0,6,E8,20,09,38,09,F0,00,00,
18445088912545533598,0000048A,false,Rx,0,8,2F,2F,02,02,00,00,00,00,
18445088912545533830,00000368,false,Rx,0,8,72,1B,89,ED,05,28,20,00,
18445088912545534067,000004A0,false,Rx,0,8,3C,14,42,14,10,14,3E,14,
18445088912545534299,00000588,false,Rx,0,8,E1,61,80,81,22,80,04,95,
18445088912545534532,00000320,false,Rx,0,8,20,40,12,27,14,4E,14,81,
18445088912545534770,000004A8,false,Rx,0,8,4D,00,07,80,00,20,00,EA,
